ID,Order ID,Order Date,Total,ASIN,Quantity,Product Name,Insurance_Cats,Insurance_Conf,Insurance_Conf_HL,Gen_Cats,Room
469,113-7551741-3609016,2025-02-04T22:19:50Z,6.35,B0BLBLM2BQ,1,"Instockbolts Hex Nuts, M4-0.7 Stainless Steel 304 (18-8) Hex Nut, 100pcs",Other,0,Low,Repair,Other
470,113-0226907-5692268,2025-02-04T22:11:09Z,18.22,B07S4FVY9M,2,KOOBOOK 5Pcs DRV8833 Motor Drive Module 1.5A Dual H Bridge DC Gear Motor Driver Controller Board,Other,0,Low,Electronics-Components & Prototyping,Other
471,114-9959717-0495406,2025-02-04T01:42:24Z,10.17,B0CN6JJ3B2,1,"PEUTIER 2pcs Snowboard Stomp Pads, Snowboarding Grip Pad Antiskid Mat Self Adhesive Spike Stomp Pad Extra Grip Padded for Winter Snow Ski Accessories (Clear)",Snowboard,72,Low,Other,Basement - Unfinished
472,114-9959717-0495406,2025-02-04T01:42:24Z,42.39,B0C917KPF1,1,Power Press Squat Wedge Block - Squat Weight Lifting Wedges for Home Gym or Personal Trainers - Adjustable Angle Ramp Blocks for Heel Elevated Squatting Workout - Calf Raise Platform Board,Home gym,46,Low,Other,Basement - Unfinished
473,114-2356562-9949027,2025-02-03T23:03:33Z,105.39,B0B82Z7KVH,1,"Delma Home Gym Mirror, 48''x24''x2PCS, Large Full Body Mirror for Yoga, Glass Frameless Mirror for Wall Mounted, Wall Mirror for Home Gym, Garage, Bedroom, Bathroom (Glass - 48''x24'' - 2PCS)",Wall mirror,79,Low,Home Organization,Basement - Finished
474,114-6453470-8526658,2025-02-03T22:51:50Z,33.91,B01DAMSTNO,1,"Mount-It! TV Wall Mount Bracket | Quick Release | Full Motion Swing Out Tilt Swivel | Articulating Arm for 13-42"" Flat Screens and Monitors | VESA 75 to 200 | 44 Pound Capacity | Anti-Theft Locking",Other,0,Low,Home Organization,Other
475,114-8995049-6814604,2025-02-03T22:31:07Z,10.48,B0CQ6QY3WH,1,"BIC Xtra-Smooth Pastel Mechanical Pencils with Erasers, Medium Point (0.7mm), 40-Count Pack, Bulk Mechanical Pencils for School or Office Supplies",Drafting supplies,75,Low,Office Supplies,Office/ Study
476,114-8995049-6814604,2025-02-03T22:31:07Z,8.95,B002QNKR7K,1,Stanley Hand Tools 21-115 7-1/4 in. Surform Shaver,Hand plane,72,Low,Tools-other,Basement - Unfinished
477,114-5252698-7884243,2025-02-03T19:55:31Z,11.65,B01M197X7D,1,Yellow Mountain Imports 60 Pieces Translucent Chinese Checkers Glass Marbles with Petal Design - 14 Millimeters,Other,0,Low,Other,Other
478,114-6801010-6138628,2025-02-03T13:29:47Z,42.78,B06XNW4SNJ,1,"Dixie Basic 8.5"" Light-Weight Paper Plates by GP PRO (Georgia-Pacific), White, DBP09W, 500 Count (125 Plates Per Pack, 4 Packs Per Case)",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
479,114-5448847-5589056,2025-02-02T22:01:32Z,12.71,B08QF455PJ,1,"LBY 1000pcs M2.3 M2.6 Truss Head Self Tapping Screws, Wafer Head Screws, Pan Head with Washer Screw 10 Sizes Self Tapping Screws Assortment Kit, Carbon Steel (Blacking)",Other,0,Low,Repair,Other
480,114-2489714-4229855,2025-02-02T20:38:26Z,16.56,B07B9ZD8KZ,3,"Rawlings | GAME READY Glove Break-In Kit | Baseball/Softball | Includes Break-In Formula, Applicator Cloth, & Rubber Band",Other,0,Low,Other,Other
481,114-2489714-4229855,2025-02-02T20:38:26Z,29.88,B0DCQY7JNC,1,"CirC Protein Balls, Chocolate Brownie 12 Pack, Gluten Free High Protein Snacks, 10g Whey Protein, 31g Whole Grains Nuts & Fruit, Portable Healthy Snacks for Adults & Kids, 5 Piece Resealable Packs",Baking goods,35,Low,Snacks,Kitchen
482,114-2489714-4229855,2025-02-02T20:38:26Z,14.99,B086X6K745,1,"Blue Diamond Almonds, Bold Spicy Dill Pickle Flavored Snack Nuts, Single Serve Bags (1.5 Oz. Tubes, Pack of 12)",Other,0,Low,Snacks,Other
483,114-2489714-4229855,2025-02-02T20:38:26Z,29.88,B0DCRG5WNQ,1,"CirC Protein Balls, Peanut Chocolate Chip 12 Pack, Gluten Free High Protein Snacks, 10g Whey Protein, 31g Whole Grains Nuts & Fruit, Portable Healthy Snacks for Adults & Kids, 5 Piece Resealable Packs",Other,0,Low,Snacks,Other
484,111-1294901-6864202,2025-02-02T18:23:27Z,76.2,B07FVQ7VPX,6,Greartisan DC 12V 100RPM N20 High Torque Speed Reduction Motor with Metal Gearbox Motor for DIY RC Toys,R/C - Remote / Radio controlled toy,45,Low,Electronics-Components & Prototyping,Play Area/Room
485,114-6548440-1839401,2025-02-02T18:22:44Z,31.79,B07C46C6DD,1,"Chemical Guys CWS203 - HOL315 Foaming Citrus Fabric Clean, Easy-to-Use Drill Brush Carpet & Upholstery Fabric Cleaning Kit (Car Carpets, Seats & Floor Mats), 16 fl oz, Citrus Scent",Non-perishable cleaning supplies,72,Low,Cleaning-Supplies,Utility/ Laundry Room
486,114-6548440-1839401,2025-02-02T18:22:44Z,14.36,B0723HRWJW,1,"Nature's Miracle Advanced Stain and Odor Eliminator Dog, Fresh Scent, Severe Mess Enzymatic Formula For Tough Pet Messes, 32 Ounces",Non-perishable cleaning supplies,39,Low,Cleaning-Supplies,Utility/ Laundry Room
487,114-6548440-1839401,2025-02-02T18:22:44Z,42.2,B00295R264,1,"Emsco Group Enormous Yard & Garage Dust Pan - 24-Inch Mouth - Lightweight, Durable - Clip-On Features",Dustpan,56,Low,Cleaning-Supplies,Basement - Unfinished
488,114-9591192-2044200,2025-02-02T16:34:36Z,7.41,B0CJLX4RJY,1,"8pcs Drawstring Threader Tool Set,Flexible Drawstring Threaders Plastic Drawstring Replacement Tool 2 Pcs Metal Drawstring Threaders 2 Pcs Metal Tweezers and 2 Pcs Cord Locks for Shorts Hoodies",Other,0,Low,Tools-other,Other
489,112-4775200-4090607,2025-02-01T17:03:01Z,21,B07QHFH7FN,1,"L'Oreal Paris Thickening Sulfate Free Shampoo and Conditioner, Thickens + Strengthens Thin, Fragile Hair, EverPure, 1 Hair Care Kit",Makeup - hair products (enter price),37,Low,Household-Consumables,Bathroom
490,111-5929125-1377841,2025-02-01T14:43:26Z,30.47,B0CTKR5278,1,"Brawny Tear-A-Square Paper Towels, 12 Family Rolls = 30 Regular Rolls, 2X More Durable*, 3 Sheet Sizes, Strong and absorbent extra-large roll",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
491,114-4937382-9890664,2025-02-01T11:14:10Z,16.95,B08YJ25G9L,1,"Tattoo Aftercare Bandage Roll 4""x 10 Yard - Waterproof Transparent Film For Tattoo Initial Healing And Skin Repair Adhesive Tattoo Supply Wrap",Tape,39,Low,Household-Consumables,Office/ Study
492,111-8079625-5424226,2025-02-01T03:03:47Z,24,B0BYMGK7H8,1,CLIF Builders - Variety Pack - Plant Based Protein Bars - Gluten Free - Non-GMO - Low Glycemic - 20g Protein - 2.4 oz. (12 Count),Non-Prescription Supplements - Enter price,31,Low,Snacks,Bathroom
493,114-5148512-7926603,2025-01-31T22:38:47Z,8.47,B07ZCJDY16,1,"BENFEI DisplayPort to DisplayPort 3 Feet Cable, DP to DP Male to Male Cable Gold-Plated Cord, Supports 8K@60Hz, 4K@144Hz 120Hz, 2K@240Hz Compatible for Lenovo, Dell, HP, ASUS and More",Other,0,Low,Computer Accesories,Other
494,114-6254618-3359424,2025-01-31T18:57:51Z,23.18,B09NKP4WSK,1,"Powerextra Wireless Controller for PS3, 2 Pack High Performance Gaming Controller with Upgraded Joystick Double Shock for Play-Station 3 (Black and Blue)",PlayStation 3 controller,77,Low,Electronics-Components & Prototyping,Basement - Finished
495,114-4595779-2591464,2025-01-31T03:01:45Z,24.37,B09HC1R7M9,1,"GIANTARM TPU Filament 1.75mm Flexible Soft 3D Printer Consumables Red,95A 1kg Spool (2.2 lbs.), Dimensional Accuracy +/- 0.05 mm",3D printer,88,High,3D printing,Office/ Study
496,114-2264937-7482631,2025-01-30T02:26:24Z,26.49,B01E635PGA,1,"Boulder Tools Tire Repair Kit - Comprehensive Tire Repair Tools Set with Plugs, Valve Tool, and Heavy Duty Case - Flat Tire Repair Kit for Cars, Trucks, Motorcycles, ATVs for Quick Emergency Fixes",Restore and repair - JWL - Enter price,72,Low,Repair,Jewelry & Furs
497,114-9052529-5964269,2025-01-30T01:25:41Z,29.67,B09K825QZ2,1,"Therapy Dog Harness Service Working Vest Jacket,Purchase Comes with 2 Therapy Dog Reflective Removable Patches. Please Measure Dog Before Ordering. (Girth 24-31"", Tie Dye)",Dog harness,84,High,Other,Pet Care Items
498,114-9052529-5964269,2025-01-30T01:25:41Z,8.1,B004ZN8014,1,"Cloud Star Tricky Trainers Soft & Chewy Dog Training Treats 5 oz Pouch, Cheddar Flavor, Low Calorie Behavior Aid with 130 treats",Dog food (enter price),72,Low,Snacks,Pet Care Items
499,114-9052529-5964269,2025-01-30T01:25:41Z,5.01,B0002QX3Q0,1,"Charlee Bear Original Dog Treats, Cheese and Egg, 16 oz",Dog food (enter price),72,Low,Snacks,Pet Care Items
500,114-9052529-5964269,2025-01-30T01:25:41Z,4.23,B07F6FTTM7,1,HoAoOo Pet Training Clicker with Wrist Strap - Dog Training Clickers (New Black + Blue),Pet & animal supplies - Enter price,72,Low,Other,Pet Care Items
501,114-3067024-1129824,2025-01-28T13:40:23Z,4.39,B078145BG6,1,"Sugar In The Raw Turbinado Cane Sugar Cubes, 17.6 oz. Box, Pure, All-Natural Turbinado Sugar, Non-GMO Project Certified, Kosher, Vegan and Gluten Free",Boxed goods,29,Low,Snacks,Kitchen
502,114-6793809-7917016,2025-01-28T13:39:47Z,21.01,B004F1LNDI,1,"Honey Stinger Organic Honey Waffle, Energy Stroopwafel for Exercise, Endurance and Performance, Sports Nutrition for Home & Gym, Pre & During Workout, Box of 16 Waffles, 16.96 Ounce (Pack of 16)",Other,0,Low,Snacks,Other
503,114-9981575-4620269,2025-01-28T13:38:54Z,3.39,B08FNGHYL4,1,"Amazon Brand - Happy Belly Steel Cut Oats, 1.56 pound (Pack of 1)",Food goods - Unprepared - Enter Price,31,Low,Snacks,Garage
504,114-0179739-4421843,2025-01-26T04:01:30Z,22.24,B01MYGAHR8,1,"Ez Prepa [20 Pack] 32oz 3 Compartment Meal Prep Containers with Lids - Bento Box - Plastic - Stackable, Reusable, Microwaveable & Dishwasher Safe",Food storage container / Tupperware,51,Low,Household-Consumables,Kitchen
505,114-0179739-4421843,2025-01-26T04:01:30Z,23.31,B0DK3BG4XC,1,"50 Pack (100-Piece) 28 oz Meal Prep Containers Reusable with Lids 2-Compartment, Sturdy Leakproof Food Safe, Microwave Freezer Dishwasher Safe, To Go Take Out Plastic Food Storage, Black",Food storage container / Tupperware,51,Low,Household-Consumables,Kitchen
506,112-7171879-7054611,2025-01-24T19:43:37Z,17.96,B0CXW89GC3,1,"360 Count Plastic Silverware Set, 120 Clear Plastic Forks, 120 Plastic Spoons, 120 Plastic Knives, Heavy Duty BPA Free Disposable Plastic Cutlery Set, Premium Clear Plasticware for Party Supplies",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
507,113-1409004-8787425,2025-01-24T19:10:47Z,29.88,B0DCQY7JNC,1,"CirC Protein Balls, Chocolate Brownie 12 Pack, Gluten Free High Protein Snacks, 10g Whey Protein, 31g Whole Grains Nuts & Fruit, Portable Healthy Snacks for Adults & Kids, 5 Piece Resealable Packs",Baking goods,35,Low,Snacks,Kitchen
509,114-2876505-5728232,2025-01-24T01:41:53Z,15.87,B0B4682B3D,1,"BTArtbox Square Ombre Press On Nails -Soft Gel Press On Nails Short with Nail Glue, 15 Sizes - 30 Reusable Fake Nails Kit for Valentine's Day Gift, Vanilla Cream",Other,0,Low,Other,Other
510,114-2876505-5728232,2025-01-24T01:41:53Z,6.89,B08RCSM7PC,1,12Pcs Nail Tips Clip for Quick Building Polygel Nail Forms Nail Clips for Polygel Finger Nail Extension UV LED Builder Clamps Manicure Nail Art Tool with 1Pcs False Nail Tip Trimmer,Other,0,Low,Other,Other
511,114-2876505-5728232,2025-01-24T01:41:53Z,39.21,B09H6KWPHZ,1,"CAMBIVO Extra Wide Yoga Mat for Women and Men (72""x 32""x 1/4""), SGS Certified, Non-slip Large TPE Exercise Fitness Mat for Yoga, Pilates, Workout (6mm, Dark Black)",Exercise / Yoga mat,72,Low,Other,Home Gym
512,114-2876505-5728232,2025-01-24T01:41:53Z,9.85,B08QXM5DCB,1,"KISS imPRESS No Glue Mani Press On Nails, Color, 'Peanut Pink', Pink, Short Size, Squoval Shape, Includes 30 Nails, Prep Pad, Instructions Sheet, 1 Manicure Stick, 1 Mini File",Other,0,Low,Other,Other
513,114-0960906-5223427,2025-01-22T00:05:19Z,20.13,B07XXGYGMQ,1,"FlowFly Kids Double Decker Cooler Insulated Lunch Bag Large Tote for Boys, Girls, Men, Women, With Adjustable Strap, Digital Camo",Drink / Food cooler,72,Low,Home Organization,Basement - Unfinished
514,114-0960906-5223427,2025-01-22T00:05:19Z,13.4,B07T3GPKDY,1,Amazon Basics Durable Litter Scoop with Holder for Cat Litter Box,Poop scooper,49,Low,Cleaning-Supplies,Pet Care Items
515,114-0960906-5223427,2025-01-22T00:05:19Z,20.13,B07Q34DPFG,1,"FlowFly Kids Double Decker Cooler Insulated Lunch Bag Large Tote for Boys, Girls, Men, Women, With Adjustable Strap, Blue Camo",Drink / Food cooler,72,Low,Home Organization,Basement - Unfinished
516,114-1053743-9077001,2025-01-22T00:00:42Z,18.12,B08VWC3Q3F,1,"Vannon 16oz Pet Water Bottle, Gravity Dog Water Bowl Dispenser for Cage, Anti-Overflow Water Dispenser for Small Dogs, Cats, Rabbits and Other Small Animals, BPA Free, Grey",Dog bowl,77,Low,Household-Consumables,Pet Care Items
517,114-1053743-9077001,2025-01-22T00:00:42Z,14.62,B0C9JCRYQL,1,"PINVNBY 12 Pieces Rabbit Himalayan Salt Lick Block,Pink Small Pets Natural Mineral Salts Blocks with Hook Hanging Small Animals Treat Chew Toys for Rabbits Horses Bunny",Pet & animal supplies - Enter price,40,Low,Other,Pet Care Items
518,114-1053743-9077001,2025-01-22T00:00:42Z,7.45,B08DTNC3VY,1,Arm & Hammer for Pets Air Care Pet Scents Deodorizing Gel Beads in Fresh Breeze | 12 oz Pet Odor Neutralizing Gel Beads with Baking Soda | Air Freshener Beads for Pet Odor Elimination (FF12689),Pet & animal supplies - Enter price,36,Low,Household-Consumables,Pet Care Items
519,114-1603682-6852242,2025-01-22T00:00:42Z,26.45,B07DH3P7ST,1,"Kaytee Clean & Cozy Extreme Odor Control Bedding, Made for Small Animals, 65 Liters",Pet & animal supplies - Enter price,42,Low,Household-Consumables,Pet Care Items
520,114-1053743-9077001,2025-01-22T00:00:42Z,12.71,B06XD2NKPT,1,"Rocco & Roxie Litter Box Odor Eliminator, Best Natural Urine Deodorizer for Cat Litter Boxes Cats Smell Control, Odor Absorber, Safe for Kitty, 12 oz",Non-perishable cleaning supplies,33,Low,Cleaning-Supplies,Utility/ Laundry Room
521,114-1053743-9077001,2025-01-22T00:00:42Z,8.43,B001VB6KFG,1,"Kaytee Forti-Diet Pro Health Adult Rabbit Food, 5-Lb Bag",Pet & animal supplies - Enter price,35,Low,Other,Pet Care Items
522,114-4717169-3446604,2025-01-20T20:48:41Z,6.88,B07R2KNXTS,1,"uxcell 10PCS USB 2.0 Type A Male Socket Connector Jack Port, 4-Pin DIP 90 Degree, Repair Replacement Adapter White",Other,0,Low,Electronics-Components & Prototyping,Other
523,114-7407422-4850637,2025-01-20T14:39:03Z,152.63,B09TVPQDGF,1,"COMOMY 198"" Baby Gate Extra Wide, Dog Gate Pet Gate for House Stairs Doorways Fireplace, Adjustable 3 in 1 Play Yard Child Safety Gate, Auto Close, Hardware Mounted (30"" Tall, White)",Baby safety gate,87,High,Home Organization,Nursery
524,114-7148664-5767453,2025-01-20T14:39:03Z,52.98,B0089HDZYY,2,"Carlson Lil Tuffy Metal Expandable Gate White, 38 x 1 x 18",Baby safety gate,72,Low,Home Organization,Nursery
525,111-7071865-2444260,2025-01-20T05:51:00Z,22.25,B0D4TJ8G55,1,"iSANMATE Rapid Clear PLA Filament 1.75mm, 3D Printer Filament Transparent Filament Grey, Fast Printing Speed PLA, Dimensional Accuracy ±0.02mm, 1kg Spool",Other,0,Low,3D printing,Other
526,114-2891182-5653859,2025-01-18T04:40:26Z,80.32,B0DFQ9X7V8,2,"Chtoocy Chicken Coop Heater for 30 Chicks Or Ducklings,7.86ft Cord Brooder Heating Plate & Heat Lamp Chicken Coop House with Adjustable Temp & Hanging Height for Livestock Supplies- Gold 250W",Heater - Patio,72,Low,Other,Deck/Patio & Yard
527,112-1495134-6900205,2025-01-18T01:47:58Z,73.97,B0841GR2DV,1,Purina Pro Plan Sensitive Skin and Stomach Puppy Food Lamb and Oat Meal Formula - 24 lb. Bag,Dog food (enter price),72,Low,Other,Pet Care Items
528,114-7327646-4417863,2025-01-17T21:30:43Z,10.59,B08ZC87L7N,1,"EUCARLOS 10 Pack 3.2 Inches Screw Eyes, Heavy Duty Screw in Eye Hooks for Securing Cables Wires, Self Tapping Screws Eye Bolts for Indoor & Outdoor Use",Other,0,Low,Tools-other,Other
529,114-0260272-1146644,2025-01-17T21:30:43Z,77.33,B07PH1T8TR,1,Pessoa Alpine 1200D Plaid Aisle Guard Juniper/Clay,Other,0,Low,Home Organization,Other
530,114-7327646-4417863,2025-01-17T21:30:43Z,31.77,B0D4B1C275,3,"2PCS Stainless Steel Gate Chain Lock - 24 Inch Chain Link with Double-Ended Carabiners for Outdoor Fence and Metal Gates - Secure Gate Latches and Locks for Cow, Horse, Dog, Pet Cages",Padlock,40,Low,Horse-Equipment,Basement - Unfinished
531,114-7878927-9693058,2025-01-17T07:01:32Z,6.56,B07YKNZJP5,1,uxcell 8mm Bearing Balls 304 Stainless Steel G100 Precision Balls 25pcs,Bushing / Bearing / Seal Driver,72,Low,Tools-other,Basement - Unfinished
532,114-2583119-5442607,2025-01-17T00:51:54Z,26.49,B0D71RD9CT,1,Sky Viper Dash Nano Drone,R/C - Remote / Radio controlled toy,41,Low,Electronics-Components & Prototyping,Play Area/Room
533,114-3895553-9386609,2025-01-15T22:34:26Z,21.19,B0B772QLNY,1,anqier Winter Gloves -30℉ Touchscreen Thermal Gloves Waterproof Windproof Gloves Ski Gloves for Men Women Running Cycling Black Large,Gloves or mittens - Men's,72,Low,Other,Clothing & Accs - Mens
534,114-3895553-9386609,2025-01-15T22:34:26Z,28.61,B07JDLJBNN,1,"MOREOK Waterproof & Windproof -30°F Winter Gloves for Men/Women, 3M Thinsulate Thermal Gloves Touch Screen Warm Gloves for Skiing,Cycling,Motorcycle,Running-Black-L",Gloves or mittens - Men's,72,Low,Other,Clothing & Accs - Mens
535,111-0638892-9677819,2025-01-15T16:14:37Z,10.59,B0CXPG1HFZ,1,"TRYMAG Small Magnets Black 240Pcs, 4x2mm Neodymium Magnets, Tiny Strong Small Round Magnets Circle Rare Earth Magnets for Refrigerator, Whiteboard, Billboard, Hobbies, Dry Erase Board",Other,0,Low,Other,Other
536,114-9528643-3251438,2025-01-14T02:49:10Z,9.99,B09DP9B932,1,"Blue Diamond Almonds, Spicy Dill Pickle, 16oz Bag",Other,0,Low,Snacks,Other
537,114-9528643-3251438,2025-01-14T02:49:10Z,14.7,B086X6K745,1,"Blue Diamond Almonds, Bold Spicy Dill Pickle Flavored Snack Nuts, Single Serve Bags (1.5 Oz. Tubes, Pack of 12)",Other,0,Low,Snacks,Other
538,114-9528643-3251438,2025-01-14T02:49:10Z,14.94,B0DCYL7LJR,1,"CirC Protein Balls, Peanut Chocolate Chip 6 Pack, Gluten Free High Protein Snacks, 10g Whey Protein, 31g Whole Grains Nuts & Fruit, Portable Healthy Snacks for Adults & Kids, 5 Piece Resealable Packs",Other,0,Low,Snacks,Other
539,114-4338324-9126607,2025-01-14T02:45:33Z,29.88,B0DCQY7JNC,1,"CirC Protein Balls, Chocolate Brownie 12 Pack, Gluten Free High Protein Snacks, 10g Whey Protein, 31g Whole Grains Nuts & Fruit, Portable Healthy Snacks for Adults & Kids, 5 Piece Resealable Packs",Baking goods,35,Low,Snacks,Kitchen
540,114-3089767-8998655,2025-01-14T02:44:38Z,29.88,B0DCRG5WNQ,1,"CirC Protein Balls, Peanut Chocolate Chip 12 Pack, Gluten Free High Protein Snacks, 10g Whey Protein, 31g Whole Grains Nuts & Fruit, Portable Healthy Snacks for Adults & Kids, 5 Piece Resealable Packs",Other,0,Low,Snacks,Other
541,114-6234851-8594630,2025-01-13T22:18:01Z,17.99,B00MV8MWEQ,1,"Drano Max Gel Drain Clog Remover and Cleaner for Shower or Sink Drains, Unclogs and Removes Hair, Soap Scum and Blockages, 80 Oz, Pack of 2",Other,0,Low,Cleaning-Supplies,Other
542,114-6234851-8594630,2025-01-13T22:18:01Z,21.19,B01NB0729G,1,"FlexiSnake Drain Weasel Sink Snake Hair Clog Remover Tool, Pipe, Bathroom, Bathtub Cleaner, 18-inch, Made in the USA, 5 Wands and Removable Handle",Other,0,Low,Cleaning-Supplies,Other
543,114-6234851-8594630,2025-01-13T22:18:01Z,15.62,B0BGQSD3PJ,1,"Drano Max Build Up Remover Drain Clog Remover and Cleaner, Great for Clog Prevention, Commercial Line, 60 oz",Non-perishable cleaning supplies,38,Low,Cleaning-Supplies,Utility/ Laundry Room
544,114-6613093-4541800,2025-01-13T22:06:14Z,13.75,B00CD0H1ZC,1,DakPets Deshedding Tool | Stainless Steel Grooming Brush for Shedding Fur Removal - Cats and Dogs,Pet & animal supplies - Enter price,37,Low,Home Organization,Pet Care Items
545,114-9515570-1641856,2025-01-13T20:32:27Z,73.56,B07TBCFL6B,1,"Verilux HappyLight Luxe - Light Therapy Lamp with 10,000 Lux, UV-Free, LED Bright White Light with Adjustable Brightness, Color, Countdown Timer, & Stand - Boost Mood, Sleep, Focus (White)",Desk lamp,73,Low,Electronics-Components & Prototyping,Office/ Study
546,114-9669543-9801852,2025-01-13T13:07:13Z,20.13,B07XXGYGMQ,1,"FlowFly Kids Double Decker Cooler Insulated Lunch Bag Large Tote for Boys, Girls, Men, Women, With Adjustable Strap, Digital Camo",Drink / Food cooler,72,Low,Home Organization,Basement - Unfinished
547,114-9669543-9801852,2025-01-13T13:07:13Z,20.13,B07Q34DPFG,1,"FlowFly Kids Double Decker Cooler Insulated Lunch Bag Large Tote for Boys, Girls, Men, Women, With Adjustable Strap, Blue Camo",Drink / Food cooler,72,Low,Home Organization,Basement - Unfinished
548,113-7143486-1289039,2025-01-11T22:58:31Z,6.88,B07R2KNXTS,1,"uxcell 10PCS USB 2.0 Type A Male Socket Connector Jack Port, 4-Pin DIP 90 Degree, Repair Replacement Adapter White",Other,0,Low,Electronics-Components & Prototyping,Other
549,114-3718190-8211454,2025-01-11T22:32:07Z,9.53,B09X1999SJ,1,"WeinaBingo Dog Cat Pets Nail Clippers, Professional Pets Claw Trimmer with Free Nail File, Sharp Stainless Steel Blade, Sturdy Non Slip Handles - for Safe, Professional at Home Grooming",Pet & animal supplies - Enter price,37,Low,Other,Pet Care Items
550,113-3835190-7325022,2025-01-09T02:31:49Z,21.11,B0BNWF9YPL,1,"Tide Ultra Oxi Liquid Laundry Detergent Soap, HE Compatible, 94 Loads, 132 fl oz, Tide Laundry Detergent, Liquid Laundry Detergent",Non-perishable cleaning supplies,35,Low,Household-Consumables,Utility/ Laundry Room
551,113-3138349-0874666,2025-01-08T18:50:05Z,7.41,B0CZ3K3QF2,1,mxuteuk 15Type Values 10pf to 100nF DIP Monolithic Multilayer Ceramic Chip Capacitors Assortment Kit in a Box,Other,0,Low,Electronics-Components & Prototyping,Other
552,114-6648768-7847403,2025-01-06T16:28:40Z,18.96,B09K1CS4KR,1,Tweezers - Surgical Grade Stainless Steel - Slant Tip for Expert Eyebrow Shaping and Facial Hair Removal - with Protective Pouch (Sage),Other,0,Low,Tools-other,Other
553,114-5389810-5269016,2025-01-04T12:12:57Z,17.59,B092L81VXB,1,9PCS/Lot Gas Detection Sensor Module MQ-2 MQ-3 MQ-4 MQ-5 MQ-6 MQ-7 MQ-8 MQ-9 MQ-135 Sensor Module for Arduino,Other,0,Low,Sensor-Modules,Other
554,114-0389950-8007435,2025-01-04T00:38:19Z,34.62,B093CKHPKK,1,"Scott 1000 Trusted Clean Toilet Paper, 32 Rolls, Septic-Safe, 1-Ply Toilet Tissue",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
555,112-4395384-6791459,2025-01-03T07:21:16Z,73.97,B0841GR2DV,1,Purina Pro Plan Sensitive Skin and Stomach Puppy Food Lamb and Oat Meal Formula - 24 lb. Bag,Dog food (enter price),72,Low,Other,Pet Care Items
556,111-2715157-1936209,2025-01-03T06:09:27Z,15.75,B00M8ZEALK,1,"Hefty Strong Large Trash Bags, 33 Gallon, 48 Count",Wastebasket / garbage / trash can,72,Low,Household-Consumables,Basement - Unfinished
557,112-0908545-4997058,2025-01-03T05:00:36Z,43.81,B06XNW4SNJ,1,"Dixie Basic 8.5"" Light-Weight Paper Plates by GP PRO (Georgia-Pacific), White, DBP09W, 500 Count (125 Plates Per Pack, 4 Packs Per Case)",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
558,113-1166160-0105834,2025-01-01T19:32:23Z,27.29,B0BYMGK7H8,1,CLIF Builders - Variety Pack - Plant Based Protein Bars - Gluten Free - Non-GMO - Low Glycemic - 20g Protein - 2.4 oz. (12 Count),Non-Prescription Supplements - Enter price,31,Low,Snacks,Bathroom
559,113-1867941-7237023,2025-01-01T12:36:39Z,30.47,B0CTKR5278,1,"Brawny Tear-A-Square Paper Towels, 12 Family Rolls = 30 Regular Rolls, 2X More Durable*, 3 Sheet Sizes, Strong and absorbent extra-large roll",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
560,114-6950047-7213035,2024-12-31T19:00:56Z,21.29,B0CC2P12JX,1,"KALIYADI Polarized Sunglasses Men, Lightweight Mens Sunglasses Polarized UV Protection Driving Fishing Golf (Black/Ice Blue/Pink Lens)",Eye protection,88,High,Other,Basement - Unfinished
561,114-2194868-5909000,2024-12-30T16:59:28Z,18.01,B0CN6JLXLS,1,"Activated Charcoal for Dogs, Cats, and All Pets, Charcoal for Dogs Poisoning, Digestive Health, Gas & Liver Support, Non-GMO, Gluten Free,3.53oz(Powder)",Pet & animal supplies - Enter price,35,Low,Other,Pet Care Items
563,114-7185047-7193851,2024-12-30T15:36:57Z,9.57,B08S6LNH9N,1,"Helonge Fishing Bell and Night Light Kit, 20 Pcs Fish Bite Bait Alarm Bell with LED Light for Night Fishing (Green)",Fishing tackle / lures,72,Low,Other,Basement - Unfinished
564,114-9847049-9760243,2024-12-30T11:57:09Z,28.5,B09YCFJM5W,1,"ALBCORP Service Dog Vest Harness - Reflective Woven Nylon, Comfy Mesh Padding - Sizes from XXS to XL - Service Dog Patches Included, Medium, Pink",Dog harness,84,High,Other,Pet Care Items
565,114-9662613-3633849,2024-12-29T19:01:42Z,45.78,B0DCJGY56S,1,"Carrying Case for Meta Quest 3, Travel Bag Compatible with BOBOVR S3 Pro Battery Head Strap, Controllers and Other Accessories, Hard Shell Case and Superior Protection for Oculus Quest 3 (Black，XL)",Gig & travel bag,84,High,Other,Musical Instruments/ Equip
566,114-8009155-1283439,2024-12-28T12:21:13Z,34.86,B09TF1JTG2,1,"OurStarry 34 Knots Weighted Workout Hoop Plus Size, Smart Waist Exercise Ring for Adults Weight Loss (34 Knots Green)",Abdominal exercise equipment / Ab machine,72,Low,Other,Basement - Unfinished
