ID,items,date,Real Total,category
1,Fisher-Price Little Superstar Step N' Play Piano; ,2013-12-30,109.99,Other
1253,Traxxas 6828X Heavy Duty Differential Output Yokes (pair); ,2018-03-06,5.98,Traxxas
1254,"Traxxas 1951 Half Shafts, Long Truck (external-splined (2) & internal-splined (2) metal U-joints (4); ",2018-03-06,6.32,Traxxas
1255,"Pure Protein High Protein Bar Chocolate Peanut Butter 1.76-Ounce Bar (Pack of 12), Protein Bars, 20 Grams of Protein, Gluten Free; Pure Protein High Protein Bar Variety Pack 1.76-Ounce Bar (Pack of 18), Includes: Chocolate Peanut Butter, Chewy Chocolate Chip & Chocolate Deluxe Bars; ",2018-03-05,27.37,Snacks
1256,Lofca Silicone Pacifier Clip Toy BPA Free Silicone Use with Any Pacifier or Teether Baby Teething Short Chain Pacifier 2 Pack (turquoise/grey); ,2018-02-25,9.86,Other
1257,"VideoSecu ML531BE TV Wall Mount for most 32""-55"" LED LCD Plasma Flat Screen Monitor up to 88 lb VESA 400x400 with Full Motion Swivel Articulating 20 in Extension Arm, HDMI Cable & Bubble Level WP5; ",2018-02-23,22.99,Tools-Electronics
1258,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, Low Sugar, 1.4oz, 12 Count; ",2018-02-22,12.57,Snacks
1259,"KIND Bars, Peanut Butter Dark Chocolate, Gluten Free, Low Sugar, 1.4oz, 12 Count; ",2018-02-21,9.35,Snacks
1260,"KIND Bars, Blueberry Vanilla & Cashew, Gluten Free, Low Sugar, 1.4oz, 12 Count; ",2018-02-21,15.26,Snacks
1261,"HUGGIES Snug & Dry Diapers, Size 4, 112 Count (Packaging May Vary); ",2018-02-21,18.69,Baby-Diapers
1262,Oonies Season 1 Theme Refill Pack Ocean Kit; Oonies Starter Pack; ,2018-02-21,25.52,Other
1263,"KIND Bars, Pomegranate Blueberry Pistashio + Antioxidants, Gluten Free, Low Sugar, 1.4oz, 12 Count; ",2018-02-21,12.66,Snacks
1264,PopSockets Expanding Stand and Grip for Smartphones and Tablets - Really Mermaid; ,2018-02-18,10.48,Computer Accesories
1265,"Leviton 515PR 15 Amp 125 Volt, Straight Blade Rubber Plug, NEMA 5-15P, Black; ",2018-02-17,4.52,Electronics-Components & Prototyping
1266,"Gerber Graduates Yogurt Melts, Strawberry, 1 Ounce (Pack of 7); ",2018-02-16,17.22,Snacks
1267,"Gerber Graduates Yogurt Melts, Mixed Peach, 1 Ounce (Pack of 7); ",2018-02-16,13.78,Snacks
1268,"Kensington Under-desk Comfort Keyboard Drawer with SmartFit System (K60004US); Viper Dart Accessory: Tufflex II 2BA Thread Soft Tip Dart Points, Blue, 100 Pack; Viper Dart Accessory: Tufflex III 2BA Thread Soft Tip Dart Points, Neon Green, 100 Pack; ",2018-02-15,52.07,Office Equipment
1268,"Kensington Under-desk Comfort Keyboard Drawer with SmartFit System (K60004US); Viper Dart Accessory: Tufflex II 2BA Thread Soft Tip Dart Points, Blue, 100 Pack; Viper Dart Accessory: Tufflex III 2BA Thread Soft Tip Dart Points, Neon Green, 100 Pack; ",2018-02-15,52.07,Other
1269,"Gerber Graduates Puffs Cereal Snack, Assorted Flavors, 1.48 Ounce, 6 Count; HUGGIES Snug & Dry Diapers, Size 4, 112 Count (Packaging May Vary); Glad OdorShield Tall Kitchen Drawstring Trash Bags - Febreze Fresh Clean, White, 13 Gallon, 80 count; ",2018-02-15,46.68,Baby-Diapers
1269,"Gerber Graduates Puffs Cereal Snack, Assorted Flavors, 1.48 Ounce, 6 Count; HUGGIES Snug & Dry Diapers, Size 4, 112 Count (Packaging May Vary); Glad OdorShield Tall Kitchen Drawstring Trash Bags - Febreze Fresh Clean, White, 13 Gallon, 80 count; ",2018-02-15,46.68,Household-Consumables
1269,"Gerber Graduates Puffs Cereal Snack, Assorted Flavors, 1.48 Ounce, 6 Count; HUGGIES Snug & Dry Diapers, Size 4, 112 Count (Packaging May Vary); Glad OdorShield Tall Kitchen Drawstring Trash Bags - Febreze Fresh Clean, White, 13 Gallon, 80 count; ",2018-02-15,46.68,Snacks
1270,Dremel 565 Multi-Purpose Cutting Kit; Dremel 4000-2/30 120-Volt Variable Speed Rotary Tool Kit - Corded; Dremel 231 Shaper/Router Table; Ezy Dose Pill Cutter with Safety Shield; ,2018-02-12,137.37,Other
1270,Dremel 565 Multi-Purpose Cutting Kit; Dremel 4000-2/30 120-Volt Variable Speed Rotary Tool Kit - Corded; Dremel 231 Shaper/Router Table; Ezy Dose Pill Cutter with Safety Shield; ,2018-02-12,137.37,Tools-Electronics
1271,"OMorc Ice Cube Trays 4 Pack, Easy-Release Silicone and Flexible 14-Ice Trays with Spill-Resistant Removable Lid, LFGB Certified and BPA Free, Stackable Durable and Dishwasher Safe; ",2018-02-06,11.59,Household-Consumables
1272,iMBAPrice 200 10x13 WHITE POLY MAILERS ENVELOPES BAGS 10x13 (Total 200 Bags); ,2018-01-31,14.99,Household-Consumables
1273,"USB-C to HDMI, CableCreation 6 Feet Type C to HDMI 4K Cable, Thunderbolt 3 compatible, DP Alt Mode, Male to Male, for MacBook/ MacBook Pro/ iMac 2017/ Chromebook Pixel/ Yoga 910/ XPS 13, 1.8 M/Black; USB C to HDMI, KINGONE Braided 4K@60HZ USB Type C to HDMI Cable 6ft (Thunderbolt 3 Compatible) for 2017/2016 Macbook Pro, 2015 New Macbook, 2017 iMac, Galaxy S8/S8+, LG G5, Google Chromebook and More; Rii FMKBTL1-IV1  i8+ BT Mini Wireless Bluetooth Backlight Touchpad Keyboard with Mouse for PC/Mac/Android, Black (RTi8BT-5); Munchkin SmartDrain Temperature Sensing Drain Cover; Prime-Line Products N 6577 Bi-Fold Door Top Pivot Bracket; ",2018-01-29,73.8,Computer Accesories
1273,"USB-C to HDMI, CableCreation 6 Feet Type C to HDMI 4K Cable, Thunderbolt 3 compatible, DP Alt Mode, Male to Male, for MacBook/ MacBook Pro/ iMac 2017/ Chromebook Pixel/ Yoga 910/ XPS 13, 1.8 M/Black; USB C to HDMI, KINGONE Braided 4K@60HZ USB Type C to HDMI Cable 6ft (Thunderbolt 3 Compatible) for 2017/2016 Macbook Pro, 2015 New Macbook, 2017 iMac, Galaxy S8/S8+, LG G5, Google Chromebook and More; Rii FMKBTL1-IV1  i8+ BT Mini Wireless Bluetooth Backlight Touchpad Keyboard with Mouse for PC/Mac/Android, Black (RTi8BT-5); Munchkin SmartDrain Temperature Sensing Drain Cover; Prime-Line Products N 6577 Bi-Fold Door Top Pivot Bracket; ",2018-01-29,73.8,Other
1273,"USB-C to HDMI, CableCreation 6 Feet Type C to HDMI 4K Cable, Thunderbolt 3 compatible, DP Alt Mode, Male to Male, for MacBook/ MacBook Pro/ iMac 2017/ Chromebook Pixel/ Yoga 910/ XPS 13, 1.8 M/Black; USB C to HDMI, KINGONE Braided 4K@60HZ USB Type C to HDMI Cable 6ft (Thunderbolt 3 Compatible) for 2017/2016 Macbook Pro, 2015 New Macbook, 2017 iMac, Galaxy S8/S8+, LG G5, Google Chromebook and More; Rii FMKBTL1-IV1  i8+ BT Mini Wireless Bluetooth Backlight Touchpad Keyboard with Mouse for PC/Mac/Android, Black (RTi8BT-5); Munchkin SmartDrain Temperature Sensing Drain Cover; Prime-Line Products N 6577 Bi-Fold Door Top Pivot Bracket; ",2018-01-29,73.8,Repair
1274,"KIND Bars, Peanut Butter Dark Chocolate, 8g Protein, Gluten Free, 1.4 Ounce Bars, 12 Count; ",2018-01-24,11.89,Snacks
1275,"KIND Bars, Blueberry Vanilla & Cashew, Gluten Free, 1.4 Ounce Bars, 12 Count; ",2018-01-24,12.97,Snacks
1276,"KIND Fruit & Nut, Almond & Coconut, All Natural, 1.4-Ounce Gluten Free Bars,12 count; ",2018-01-24,12.57,Snacks
1277,"KIND Bars, Pomegranate Blueberry Pistachio + Antioxidants, Gluten Free, 1.4 Ounce Bars, 12 Count; ",2018-01-24,12.66,Snacks
1278,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4 Ounce Bars, 12 Count; ",2018-01-24,12.74,Snacks
1279,"Headline Sign 4728 Yard Sign, For Sale By Owner, 18 Inches by 24 Inches; Hy-Ko RS-802 Red & White for Sale By Owner Sign, 10"" x 24""; ",2018-01-22,33.49,Other
1280,"Viper V Glo Soft Tip Darts, Blue/Yellow, 18 Grams; ",2018-01-21,10.59,Other
1281,"Cosco Simple Fold High Chair, Colorblock Surf The Web; ",2018-01-11,42.39,Other
1282,"Subwoofer Cable,SHD RCA Cable RCA to RCA Audio Cable Premium Sound Quality Dual Shielded with Gold Plated Connectors-6Feet; ",2018-01-09,5.98,Electronics-Components & Prototyping
1283,"GE Side-Access 6-Outlet Tap, 54543; ",2018-01-09,4.89,Electronics-Components & Prototyping
1284,"Glade PlugIns Scented Oil Air Freshener Refill, Sweet Pea & Lilac, 1.34 Fluid Ounce; Southwire 28828228 100' 12/2 with ground Romex brand SIMpull residential indoor electricial wire type NM-B, Yellow; ",2018-01-05,51.62,Electronics-Components & Prototyping
1284,"Glade PlugIns Scented Oil Air Freshener Refill, Sweet Pea & Lilac, 1.34 Fluid Ounce; Southwire 28828228 100' 12/2 with ground Romex brand SIMpull residential indoor electricial wire type NM-B, Yellow; ",2018-01-05,51.62,Household-Consumables
1285,Gonzo Odor Eliminating Rocks for Homes - 6 Pack; ,2018-01-04,55.0,Household-Consumables
1286,"Tide PODS 3 in 1 HE Turbo Laundry Detergent Pacs, Spring Meadow Scent, 81 Count per pack, 71 Ounce, Packaging May Vary; ",2019-12-31,17.99,Cleaning-Supplies
1287,"Baby Wipes, Pampers Sensitive Water Baby Diaper Wipes, Hypoallergenic and Unscented, 576 Count Total Wipes; ",2019-12-31,13.14,Household-Consumables
1288,Thermaltake V200 Tempered Glass RGB Edition 12V MB Sync Capable ATX Mid-Tower Chassis with 3 120mm 12V RGB Fan + 1 Black 120mm Rear Fan Pre-Installed CA-1K8-00M1WN-01; ,2019-12-31,74.19,Computer Parts
1289,ARCTIC MX-4 - Thermal Compound Paste For Coolers | Heat Sink Paste | Composed of Carbon Micro-particles | Easy to Apply | High Durability - 4 Grams; ,2019-12-31,10.59,Repair
1290,"Cooler Master Hyper 212 RGB Black Edition CPU Air Cooler w/ SF120R 120mm RGB Fan, 4 Continuous Direct Contact 2.0 Heatpipes, Anodized Gun-Metal Black, Brushed Nickel Fins, Intel LGA1151, AMD AM4/Ryzen; ",2019-12-31,42.39,Computer Parts
1291,"Nike Women's Arobill Featherlight Cap, Bordeaux/Black/White, Misc; ",2019-12-31,25.42,Other
1292,"TCL Alto 7 2.0 Channel Home Theater Sound Bar with Built-in Subwoofer - TS7000, 36"", Black; ",2019-12-30,84.79,Electronics-Components & Prototyping
1293,TCL 75S425 75 Inch 4K UHD HDR Smart Roku TV (2019); ,2019-12-30,847.99,Electronics-Components & Prototyping
1294,"TONOR Conference USB Microphone, Omnidirectional Condenser PC Mic for Video Conference, Recording, Skype, Online Class, Court Reporter, Plug & Play Compatible with Mac OS X Windows PC Compute; ",2019-12-27,17.98,Electronics-Components & Prototyping
1295,"EVGA 750 GQ, 80+ GOLD 750W, Semi Modular, EVGA ECO Mode, 5 Year Warranty, Power Supply 210-GQ-0750-V1; ",2019-12-24,107.93,Computer Parts
1296,"KIND Bars, Peanut Butter Dark Chocolate, Gluten Free,1.4 Ounce,12 Count; ",2019-12-24,10.5,Snacks
1297,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4 Ounce (12 Count); ",2019-12-24,12.09,Snacks
1298,"USB C Hub Multiport Adapter - 7 in 1 Portable Space Aluminum Dongle with 4K HDMI Output, 3 USB 3.0 Ports, SD/Micro SD Card Reader Compatible for MacBook Pro, XPS More Type C Devices; TeckNet 2600DPI Bluetooth Wireless Mouse, 12 Months Battery Life with Battery Indicator, 2600/2000/1600/1200/800DPI; Logitech Bluetooth Multi-Device Keyboard K480 â Black â works with Windows  and Mac Computers, Android and iOS Tablets and Smartphones; ",2019-12-23,64.98,Computer Accesories
1299,"Fosmon Portable Lightweight Mini Wireless Bluetooth Keyboard Controller, QWERTY keypad with Built-In Touchpad (Black and Orange); ",2019-12-23,25.99,Computer Accesories
1300,"KIND Bars, Dark Chocolate Mint, Gluten Free, Low Sugar, 1.4oz, 12 Count; ",2019-12-23,12.09,Snacks
1301,"KIND Bars, Almond & Apricot, Gluten Free, Low Sugar, 1.4 Ounce Bars, 12 Count (Packaging May Vary); ",2019-12-23,12.09,Snacks
1302,"KIND Sweet and Spicy Bars, Roasted Jalapeno, Gluten Free, 10g Plant Protein, 1.6oz, 12 Count; ",2019-12-23,12.89,Snacks
1303,"KIND Bars, Dark Chocolate Chili Almond, Gluten Free, Low Sugar, 1.4oz, 12 Count; ",2019-12-23,12.09,Snacks
1304,"KIND Bars, Apple Cinnamon & Pecan, Gluten Free, 1.4 Ounce Bars, 12 Count (Packaging May Vary); ",2019-12-23,12.09,Snacks
1305,"KIND Bars, Cranberry Almond + Antioxidants with Macadamia Nuts, Gluten Free, Low Sugar, 1.41 Ounce (12 Count); ",2019-12-23,9.55,Snacks
1306,"Samsung HMD Odyssey+ Windows Mixed Reality Headset with 2 Wireless Controllers 3.5"" Black (XE800ZBA-HC1US); ",2019-12-20,243.79,Computer Accesories
1307,"UGREEN Micro HDMI to HDMI Cable Adapter 4K 60Hz Ethernet Audio Return Compatible for GoPro Hero 7 Black Hero 5 4 6, Raspberry Pi 4, Sony A6000 A6300 Camera, Nikon B500, Lenovo Yoga 3 Pro, Yoga 710 6FT; ",2019-12-20,10.59,Computer Accesories
1308,"Mini Projector, LED Pico Projector Full HD 1080P Supported, Pocket Video Projector Compatible with PC TV DVD iPhone iPad USB TF AV HDMI, Home Theater Outdoor Projector for Movie Games Gifts for Kids; ",2019-12-20,65.99,Electronics-Components & Prototyping
1309,"TheraFlow Foot Massager Roller - Relieve Foot Arch Pain, Plantar Fasciitis, Muscle Aches, Soreness. Stimulates Myofascial Release for Relaxation. Soothes Foot Tension/Tightness.; ",2019-12-20,6.95,Other
1310,"TheraFlow Dual Foot Massager Roller (Large). Relieve Plantar Fasciitis, Stress, Heel, Arch Pain - The Original - Shiatsu Acupressure Relaxation. Full Instructions/Reflexology Chart. Christmas Gift; ",2019-12-20,19.75,Other
1311,"Choose Joy - Motivational, Happiness and Gratitude; ",2019-12-17,33.9,Other
1312,Idgreatim Unisex Ugly Christmas Sweater Hip Hop 3D Graphic Dinosaur Sweatshirt Long Sleeve Pullover Xmas Shirt Jumper for Gift XL; ,2019-12-17,21.98,Other
1313,Hallmark Joy Photo Holder Dated 2019 Tree Trimmer Ornament; ,2019-12-17,16.07,Other
1314,"TOMOKO White Sage Smudge Kit - 3 White Sage with Rose and Lavender, 2 Palo Santo, Abalone Shell & Feather! Healing, Purifying, Meditating, Incense & Cleansing; MAGNIFICENT101 Pure White Sage Smudge Candle for Home Energy Cleansing, Banishes Negative Energy I Purification and Chakra Healing - Natural Soy Wax Tin Candle for Aromatherapy (Pure White Sage); BENCMATE Protective Inflatable Collar for Dogs and Cats - Soft Pet Recovery Collar Does Not Block Vision E-Collar(Large); ",2019-12-16,16.69,Household-Consumables
1314,"TOMOKO White Sage Smudge Kit - 3 White Sage with Rose and Lavender, 2 Palo Santo, Abalone Shell & Feather! Healing, Purifying, Meditating, Incense & Cleansing; MAGNIFICENT101 Pure White Sage Smudge Candle for Home Energy Cleansing, Banishes Negative Energy I Purification and Chakra Healing - Natural Soy Wax Tin Candle for Aromatherapy (Pure White Sage); BENCMATE Protective Inflatable Collar for Dogs and Cats - Soft Pet Recovery Collar Does Not Block Vision E-Collar(Large); ",2019-12-16,16.69,Other
1315,"Ansell HyFlex 11-627 Dyneema Glove, Cut Resistant, Polyurethane Coating, Medium, Size 9 (Pack of 1); ",2019-12-16,,Tools-other
1316,"Akro Mils 09185 18-1/4"" x 13-3/4"" x 8-3/4"" Tool Caddy; HP Printer Paper Copy&Print 20lb, 8.5 x 11, 1 Ream, 500 Total Sheets, Made in USA From Forest Stewardship Council Certified Resources, 92 Bright, Acid Free, Engineered for HP Compatibility, 200060R; Crayola Ultra Clean Washable Broad Line Markers, 40 Classic Colors, Gift For Kids; Elmer's All Purpose School Glue Sticks, Washable, 7 Gram, 30 Count; Westcott School Left and Right Handed Kids 5â Scissors, Blunt, 6 Pack (16454); Diary of a Minecraft Zombie Book 1: A Scare of A Dare; Scrabble Junior Game; Hasbro Gaming Battleship Shots; Alapa Building Bricks - 1200Piece Toys Bulk Block Set with Wheels, Tires, Axles, Little Peoplepiece - Classic Colors - Building Blocks Compatible with All Major Brands; Melissa & Doug Puffy Sticker Play Set 3-Pack, Safari, Chipmunk, Farm Reusable Sticker Activity Pads (Double-Sided Background, Great Gift for Girls and Boys â Best for 4, 5, 6, 7 and 8 Year Olds); Amazing Activity Book For Minecrafters: Puzzles, Mazes, Dot-To-Dot, Spot The Difference, Crosswords, Maths, Word Search And More (Unofficial Book) (Volume 1); ",2019-12-16,110.83,Home Organization
1316,"Akro Mils 09185 18-1/4"" x 13-3/4"" x 8-3/4"" Tool Caddy; HP Printer Paper Copy&Print 20lb, 8.5 x 11, 1 Ream, 500 Total Sheets, Made in USA From Forest Stewardship Council Certified Resources, 92 Bright, Acid Free, Engineered for HP Compatibility, 200060R; Crayola Ultra Clean Washable Broad Line Markers, 40 Classic Colors, Gift For Kids; Elmer's All Purpose School Glue Sticks, Washable, 7 Gram, 30 Count; Westcott School Left and Right Handed Kids 5â Scissors, Blunt, 6 Pack (16454); Diary of a Minecraft Zombie Book 1: A Scare of A Dare; Scrabble Junior Game; Hasbro Gaming Battleship Shots; Alapa Building Bricks - 1200Piece Toys Bulk Block Set with Wheels, Tires, Axles, Little Peoplepiece - Classic Colors - Building Blocks Compatible with All Major Brands; Melissa & Doug Puffy Sticker Play Set 3-Pack, Safari, Chipmunk, Farm Reusable Sticker Activity Pads (Double-Sided Background, Great Gift for Girls and Boys â Best for 4, 5, 6, 7 and 8 Year Olds); Amazing Activity Book For Minecrafters: Puzzles, Mazes, Dot-To-Dot, Spot The Difference, Crosswords, Maths, Word Search And More (Unofficial Book) (Volume 1); ",2019-12-16,110.83,Office Supplies
1316,"Akro Mils 09185 18-1/4"" x 13-3/4"" x 8-3/4"" Tool Caddy; HP Printer Paper Copy&Print 20lb, 8.5 x 11, 1 Ream, 500 Total Sheets, Made in USA From Forest Stewardship Council Certified Resources, 92 Bright, Acid Free, Engineered for HP Compatibility, 200060R; Crayola Ultra Clean Washable Broad Line Markers, 40 Classic Colors, Gift For Kids; Elmer's All Purpose School Glue Sticks, Washable, 7 Gram, 30 Count; Westcott School Left and Right Handed Kids 5â Scissors, Blunt, 6 Pack (16454); Diary of a Minecraft Zombie Book 1: A Scare of A Dare; Scrabble Junior Game; Hasbro Gaming Battleship Shots; Alapa Building Bricks - 1200Piece Toys Bulk Block Set with Wheels, Tires, Axles, Little Peoplepiece - Classic Colors - Building Blocks Compatible with All Major Brands; Melissa & Doug Puffy Sticker Play Set 3-Pack, Safari, Chipmunk, Farm Reusable Sticker Activity Pads (Double-Sided Background, Great Gift for Girls and Boys â Best for 4, 5, 6, 7 and 8 Year Olds); Amazing Activity Book For Minecrafters: Puzzles, Mazes, Dot-To-Dot, Spot The Difference, Crosswords, Maths, Word Search And More (Unofficial Book) (Volume 1); ",2019-12-16,110.83,Other
1317,"SunWorks PAC6525 Construction Paper, 11 Assorted Colors, 9"" x 12"", 300 Sheets; ",2019-12-16,,Office Supplies
1318,JackCubeDesign Bamboo iphone Apple Watch Charger dock Stand Multi Device Charging Station Organizer Holder for Smartphone Cellphone Mobile Wallet Glasses Key(Large) - MK242A; ,2019-12-07,14.9,Computer Accesories
1319,"Goodnites Bedwetting Underwear for Boys, Small/Medium (38-65 lb.), 44 Ct (Packaging May Vary); ",2019-12-05,28.05,Baby-Diapers
1320,"Magformers Challenger Set (112-pieces) Deluxe Magnetic    Building      Blocks, Educational  Magnetic    Tiles Kit , Magnetic    Construction  shapes STEM Toy Set - 63077; 3M Indoor Patio Door Insulator Kit, 1-Patio Door; ",2019-12-02,105.43,Home Organization
1320,"Magformers Challenger Set (112-pieces) Deluxe Magnetic    Building      Blocks, Educational  Magnetic    Tiles Kit , Magnetic    Construction  shapes STEM Toy Set - 63077; 3M Indoor Patio Door Insulator Kit, 1-Patio Door; ",2019-12-02,105.43,Other
1321,"Pampers Easy Ups Pull On Disposable Potty Training Underwear for Boys, Size 6 ,4T-5T (104 Count), ONE MONTH SUPPLY; ",2019-12-01,35.26,Baby-Diapers
1322,"Bounty Select-A-Size, 8 Rolls (Packaging May Vary); ",2019-12-01,15.04,Household-Consumables
1323,"Huggies Little Movers Diapers, Size 6 (35+ lb.), 104 Ct, One Month Supply (Packaging May Vary); ",2019-12-01,39.6,Baby-Diapers
1324,"Baby Wipes, Pampers Sensitive Water Baby Diaper Wipes, Hypoallergenic and Unscented, 576 Count Total Wipes; ",2019-11-30,12.6,Household-Consumables
1325,"Scott 1000 Sheets Per Roll Toilet Paper, 32 Rolls, Bath Tissue; ",2019-11-30,19.21,Household-Consumables
1326,"Sunco Lighting 12 Pack G25 LED Globe, 6W=40W, Dimmable, 450 LM, 5000K Daylight, E26 Base, Ideal for Bathroom Vanity or Mirror - UL & Energy Star; ",2019-11-24,72.06,Electronics-Components & Prototyping
1327,"Vet's Best Flea and Tick Home Spray | Flea Treatment for Dogs and Home | Flea Killer with Certified Natural Oils | 32 Ounces; Graco Affix Backless Booster, Davenport, One Size; ",2019-11-23,37.08,Baby-Diapers
1327,"Vet's Best Flea and Tick Home Spray | Flea Treatment for Dogs and Home | Flea Killer with Certified Natural Oils | 32 Ounces; Graco Affix Backless Booster, Davenport, One Size; ",2019-11-23,37.08,Household-Consumables
1328,"Graco Affix Backless Booster, Davenport, One Size; ",2019-11-23,,Baby-Diapers
1329,"KIND Bars, Peanut Butter Dark Chocolate, Gluten Free,1.4 Ounce,12 Count; ",2019-11-23,10.14,Snacks
1330,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4 Ounce (12 Count); ",2019-11-23,12.09,Snacks
1331,"Zarbee's Naturals Elderberry Immune Support* with Vitamin C & Zinc, Natural Berry Flavor, 60 Gummies; ",2019-11-23,14.44,Other
1332,"KIND Bars, Dark Chocolate Mint, Gluten Free, Low Sugar, 1.4oz, 12 Count; ",2019-11-22,12.09,Snacks
1333,"KIND Sweet and Spicy Bars, Roasted Jalapeno, Gluten Free, 10g Plant Protein, 1.6oz, 12 Count; ",2019-11-22,9.55,Snacks
1334,"KIND Bars, Dark Chocolate Chili Almond, Gluten Free, Low Sugar, 1.4oz, 12 Count; ",2019-11-22,12.09,Snacks
1335,"KIND Bars, Apple Cinnamon & Pecan, Gluten Free, 1.4 Ounce Bars, 12 Count (Packaging May Vary); ",2019-11-22,12.09,Snacks
1336,"KIND Bars, Raspberry Cashew & Chia, Gluten Free, 1.4oz, 12 Count; ",2019-11-22,12.09,Snacks
1337,"KIND Bars, Cranberry Almond + Antioxidants with Macadamia Nuts, Gluten Free, Low Sugar, 1.41 Ounce (12 Count); ",2019-11-22,12.48,Snacks
1338,KYAMRC 2.4G Wireless Mobile Game Controller Bluetooth Gaming Gamepad Joystick for Android Phone/ PC Windows/ Tablet/ Smart TV/ TV Box/ PS3 - Android; ,2019-11-22,25.99,Computer Accesories
1339,IPEGA PG-9083S Wireless4.0 Wireless Gamepad Trigger Pubg Controller Mobile Joystick Compatible Phone8/XR/XS iOS Compatible Android Mobile Phone Tablet; ,2019-11-19,36.99,Computer Accesories
1340,"2-Pack Seat Belt Buckle Booster (BPA Free) - Raises Your Seat Belt for Easy Access - Stop Fishing for Buried Seat Belts - Makes Receptacle Stand Upright for Hassle Free Buckling (2); Wireless Headphones, Boltune Bluetooth 5.0 IPX7 Waterproof 16 Hours Playtime Bluetooth Headphones, with Magnetic Connection, Sports Earbuds for Running Built-in Mic; Limm Pro Traction Cleats for Snow and Ice (Large); ",2019-11-18,47.71,Computer Accesories
1340,"2-Pack Seat Belt Buckle Booster (BPA Free) - Raises Your Seat Belt for Easy Access - Stop Fishing for Buried Seat Belts - Makes Receptacle Stand Upright for Hassle Free Buckling (2); Wireless Headphones, Boltune Bluetooth 5.0 IPX7 Waterproof 16 Hours Playtime Bluetooth Headphones, with Magnetic Connection, Sports Earbuds for Running Built-in Mic; Limm Pro Traction Cleats for Snow and Ice (Large); ",2019-11-18,47.71,Other
1340,"2-Pack Seat Belt Buckle Booster (BPA Free) - Raises Your Seat Belt for Easy Access - Stop Fishing for Buried Seat Belts - Makes Receptacle Stand Upright for Hassle Free Buckling (2); Wireless Headphones, Boltune Bluetooth 5.0 IPX7 Waterproof 16 Hours Playtime Bluetooth Headphones, with Magnetic Connection, Sports Earbuds for Running Built-in Mic; Limm Pro Traction Cleats for Snow and Ice (Large); ",2019-11-18,47.71,Tools-other
1341,"SAN.COMO Bluetooth Headphones,Wireless Earbuds Sweatproof Earphones Magnetic Attraction Stereo Headphones for Running Workout Gym Noise Cancelling (Gold); ",2019-11-17,12.99,Computer Accesories
1342,Tough Headwear Ear Muffs for Men & Women - Winter Ear Warmers/Covers for Cold Weather - Behind The Head Style Black Fleece Earmuffs; ,2019-11-15,12.67,Other
1343,"Veyo Kids - Drago Mittyz - Waterproof Kids Mittens | Toddler Gloves | Easy on, Stay on, | Perfect for Snow Skiing, Sledding, and Winter Play (Medium 2-4 Years); ",2019-11-13,20.3,Other
1344,"Tools4Boards PT002 PTEX Ski and Snowboard Base Repair Candle (3-Piece), Black; ",2019-11-13,6.97,Repair
1345,"GripAll TUNDRAGrip, Black, SkatePack; ",2019-11-11,40.49,Other
1346,"First Essentials by NUK Hard Spout Sippy Cup, 10 oz., 2-Pack; ",2019-11-08,,Other
1347,Copper Sulfate Pentahydrate - 25.2% Cu - 1 Pound - Easy to Dissolve - Powder; ,2019-11-08,9.98,Other
1348,"Ericotry White Plastic Jar with Dome Lid 8 Oz (250g) Refillable Make-up Cosmetic Jars Empty Face Cream Lip Balm Lotion Storage Container Pot Case (Pack of 6); Monoject 3072331PK12 Curved Tip Syringe, 0.5"" Height, 0.5"" Wide, 4"" Length, 12 cu. in. (Pack of 12); Desitin Maximum Strength Baby Diaper Rash Cream with 40% Zinc Oxide for diaper rash Relief & Prevention, 16 oz; ",2019-11-08,29.94,Household-Consumables
1348,"Ericotry White Plastic Jar with Dome Lid 8 Oz (250g) Refillable Make-up Cosmetic Jars Empty Face Cream Lip Balm Lotion Storage Container Pot Case (Pack of 6); Monoject 3072331PK12 Curved Tip Syringe, 0.5"" Height, 0.5"" Wide, 4"" Length, 12 cu. in. (Pack of 12); Desitin Maximum Strength Baby Diaper Rash Cream with 40% Zinc Oxide for diaper rash Relief & Prevention, 16 oz; ",2019-11-08,29.94,Other
1349,Sport-Tek Men's Super Heavyweight Pullover Hooded Sweatshirt M Maroon; ,2019-11-06,35.47,Other
1350,"Flying Toys for Kids,Mini UFO Drone,Hand Operated Drones with 5 Sensors and 2 Speed,Easy Indoor Outdoor Flying Ball Drone Toys,Great Flying Drone Gift for Boys/Girls,USB Charging and Remote Controller; ",2019-10-30,19.09,Other
1351,"Weaver Leather Nylon Adjustable Breakaway Horse Halter, Average, Raspberry; Weaver Leather Adjustable Breakaway Nylon Horse Halter; Fisher-Price Little People Caring for Animals Farm Playset; ",2019-10-29,69.08,Horse-Equipment
1351,"Weaver Leather Nylon Adjustable Breakaway Horse Halter, Average, Raspberry; Weaver Leather Adjustable Breakaway Nylon Horse Halter; Fisher-Price Little People Caring for Animals Farm Playset; ",2019-10-29,69.08,Other
